TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;PF_PJ_EMISSOR;CPF_CNPJ_EMISSOR;EMISSOR;DT_VENC;TITULO_POSFX;CD_INDEXADOR_POSFX;DS_INDEXADOR_POSFX;PR_INDEXADOR_POSFX;PR_CUPOM_POSFX;PR_TAXA_PREFX;TITULO_CETIP;TITULO_GARANTIA;CNPJ_INSTITUICAO_FINANC_COOBR
CLASSES - FIF;55.347.477/0001-30;SRM6 FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRÉD PRIV - RESP LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;56.000000;56031.87;;;PJ;06.248.349/0001-23;TRANSPORTADORA ASSOCIADA DE GAS S.A;2030-05-20;S;DI1;DI de um dia;100.000000;0.670000;;S;N;
CLASSES - FIF;55.381.060/0001-93;PCGS FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRÉD PRIV - RESP LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;62.000000;62035.29;;;PJ;06.248.349/0001-23;TRANSPORTADORA ASSOCIADA DE GAS S.A;2030-05-20;S;DI1;DI de um dia;100.000000;0.670000;;S;N;
CLASSES - FIF;55.392.560/0001-20;ARCHIMEDES FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRÉD PRIV - RESP LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;62.000000;62035.29;;;PJ;06.248.349/0001-23;TRANSPORTADORA ASSOCIADA DE GAS S.A;2030-05-20;S;DI1;DI de um dia;100.000000;0.670000;;S;N;
CLASSES - FIF;55.392.723/0001-75;FTS FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRÉD PRIV - RESP LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;149.000000;157806.82;;;PJ;13.382.604/0001-91;PEQUENA CENTRAL HIDRELETRICA SL S/A;2029-01-17;S;DI1;DI de um dia;100.000000;1.400000;;S;N;
CLASSES - FIF;55.393.064/0001-91;LOTUS FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRÉD PRIV RESP LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;87.000000;85152.44;;;PJ;42.276.907/0001-28;VLI MULTIMODAL S.A.;2035-05-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;7.016600;;S;N;
CLASSES - FIF;55.402.645/0001-42;JIVEMAUÁ BOSSANOVA FUNDO DE INVESTIMENTO INCENTIVADO INFRA RF CRED PRIV  RESP LIMIT;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;14300000.000000;13660045.26;;;PJ;04.518.259/0001-80;ELECTRA COMERCIALIZADORA DE ENERGIA S.A.;2030-08-29;S;DI1;DI de um dia;100.000000;5.000000;;S;N;
CLASSES - FIF;55.435.590/0001-77;CONARTES INFRA CDI FIF  FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRÉD PRIV RESP LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;39.000000;41305.14;;;PJ;13.382.604/0001-91;PEQUENA CENTRAL HIDRELETRICA SL S/A;2029-01-17;S;DI1;DI de um dia;100.000000;1.400000;;S;N;
CLASSES - FIF;55.437.642/0001-44;G5 MILANO FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;134.000000;135272.94;;;PJ;07.714.104/0001-07;GIGA MAIS FIBRA TELECOMUNICACOES S.A.;2031-10-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;9.285700;;S;N;
CLASSES - FIF;55.444.936/0001-01;POMPONESCO DEB INCENTIVADAS FI FINANCEIRO INCENTIVADO DE  INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;250.000000;250777.03;;;PJ;02.041.460/0001-93;V.TAL REDE NEUT;2035-04-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;8.449999;;S;N;
CLASSES - FIF;55.444.936/0001-01;POMPONESCO DEB INCENTIVADAS FI FINANCEIRO INCENTIVADO DE  INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;750.000000;729465.49;;;PJ;42.276.907/0001-28;VLI MULTIMODAL;2035-05-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;7.424639;;S;N;
CLASSES - FIF;55.505.792/0001-48;FAROE FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RENDA FIXA CRÉD PRIV - RESP LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;47.000000;47026.75;;;PJ;06.248.349/0001-23;TRANSPORTADORA ASSOCIADA DE GAS S.A;2030-05-20;S;DI1;DI de um dia;100.000000;0.670000;;S;N;
CLASSES - FIF;55.505.792/0001-48;FAROE FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RENDA FIXA CRÉD PRIV - RESP LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;21.000000;22241.23;;;PJ;13.382.604/0001-91;PEQUENA CENTRAL HIDRELETRICA SL S/A;2029-01-17;S;DI1;DI de um dia;100.000000;1.400000;;S;N;
CLASSES - FIF;55.507.577/0001-86;SANTANDER PB ARARAS INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA;2025-05-31;Títulos ligados ao agronegócio;CRA;S;Para negociação;;;;;850.000000;595322.87;;;PJ;08.769.451/0001-08;VIRGO COMP SEC;2025-06-16;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;5.303125;;S;N;
CLASSES - FIF;55.533.539/0001-06;BRAM DEBÊNTURES INCENTIVADAS CDI 2405 FIF RENDA FIXA INCENTIVADO DE INV EM INFRA LP RESP LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;20205.000000;19532640.48;;;PJ;42.276.907/0001-28;VLI MULTIMODAL;2037-05-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;7.365861;;S;N;
CLASSES - FIF;55.533.539/0001-06;BRAM DEBÊNTURES INCENTIVADAS CDI 2405 FIF RENDA FIXA INCENTIVADO DE INV EM INFRA LP RESP LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;14930.000000;14521226.30;;;PJ;42.276.907/0001-28;VLI MULTIMODAL;2035-05-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;7.424639;;S;N;
CLASSES - FIF;55.533.539/0001-06;BRAM DEBÊNTURES INCENTIVADAS CDI 2405 FIF RENDA FIXA INCENTIVADO DE INV EM INFRA LP RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;120814.000000;121779998.54;;;PJ;00.350.763/0001-62;JF INVESTIMENT;2025-06-13;S;DI1;DI de um dia;100.000000;3.100000;;S;N;
CLASSES - FIF;55.533.539/0001-06;BRAM DEBÊNTURES INCENTIVADAS CDI 2405 FIF RENDA FIXA INCENTIVADO DE INV EM INFRA LP RESP LIMITADA;2025-05-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;5252.000000;5370324.67;;;PJ;08.769.451/0001-08;VIRGO COMPANHIA;2029-11-21;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;9.110799;;S;N;
CLASSES - FIF;55.533.539/0001-06;BRAM DEBÊNTURES INCENTIVADAS CDI 2405 FIF RENDA FIXA INCENTIVADO DE INV EM INFRA LP RESP LIMITADA;2025-05-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;11000.000000;5993736.18;;;PJ;10.753.164/0001-43;ECO SECURITIZAD;2027-12-15;S;DI1;DI de um dia;100.000000;1.783356;;S;N;
CLASSES - FIF;55.536.261/0001-12;HG FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RENDA FIXA CRÉD PRIV RESP LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;51.000000;51029.03;;;PJ;06.248.349/0001-23;TRANSPORTADORA ASSOCIADA DE GAS S.A;2030-05-20;S;DI1;DI de um dia;100.000000;0.670000;;S;N;
CLASSES - FIF;55.536.261/0001-12;HG FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RENDA FIXA CRÉD PRIV RESP LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;139.000000;136048.15;;;PJ;42.276.907/0001-28;VLI MULTIMODAL S.A.;2035-05-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;7.016600;;S;N;
CLASSES - FIF;55.539.367/0001-70;G5 EXEC FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA;2025-05-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;149.000000;132566.81;;;PJ;10.753.164/0001-43;ECO SECURITIZAD;2025-12-15;S;DI1;DI de um dia;100.000000;6.825066;;S;N;
CLASSES - FIF;55.580.077/0001-70;BINA FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRÉD PRIV RESP LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;35.000000;34256.73;;;PJ;42.276.907/0001-28;VLI MULTIMODAL S.A.;2035-05-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;7.016600;;S;N;
CLASSES - FIF;55.580.077/0001-70;BINA FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRÉD PRIV RESP LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;49.000000;49027.89;;;PJ;06.248.349/0001-23;TRANSPORTADORA ASSOCIADA DE GAS S.A;2030-05-20;S;DI1;DI de um dia;100.000000;0.670000;;S;N;
CLASSES - FIF;55.580.077/0001-70;BINA FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRÉD PRIV RESP LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;102.000000;108028.83;;;PJ;13.382.604/0001-91;PEQUENA CENTRAL HIDRELETRICA SL S/A;2029-01-17;S;DI1;DI de um dia;100.000000;1.400000;;S;N;
CLASSES - FIF;55.580.077/0001-70;BINA FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRÉD PRIV RESP LIMITADA;2025-05-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;200.000000;214533.21;;;PJ;25.005.683/0001-09;VERT COMPANHIA SECURITIZADORA;2032-06-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;6.005300;;S;N;
CLASSES - FIF;55.600.064/0001-15;RJE FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRÉD PRIV RESP LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;99.000000;104851.51;;;PJ;13.382.604/0001-91;PEQUENA CENTRAL HIDRELETRICA SL S/A;2029-01-17;S;DI1;DI de um dia;100.000000;1.400000;;S;N;
CLASSES - FIF;55.652.661/0001-93;ITAÚ JANEIRO INFRA FIF INCENTIVADO EM INFRAESTRUTURA RF CRÉD PRIV LP RESP LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;4000.000000;4023128.37;;;PJ;02.041.460/0001-93;V TAL REDE NEUTRA DE TELECOMUNICACO;2032-04-15;N;;;;;100.000000;S;N;
CLASSES - FIF;55.701.008/0001-77;BTG PACTUAL DÍVIDA INFRA CDI MASTER FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;3023.000000;3012245.46;;;PJ;07.047.251/0001-70;COMPANHIA ENERGETICA DO CEARA;2030-05-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;7.957958;;S;N;
CLASSES - FIF;55.708.971/0001-82;APUANE FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRÉD PRIV RESP LIMITADA;2025-05-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;87.000000;113836.11;;;PJ;25.005.683/0001-09;VERT COMPANHIA SECURITIZADORA;2029-03-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;4.508100;;S;N;
CLASSES - FIF;55.726.312/0001-79;TIVIO BVP FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO FIFE RESPONSABILIDADE LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;6365.000000;6705228.07;;;PJ;33.000.167/0001-01;PETROLEO BRASIL;2030-02-25;S;DI1;DI de um dia;100.000000;1.334580;;S;N;
CLASSES - FIF;55.750.852/0001-98;CYCLONE FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA  RF CRED PRIV RESP LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;164.000000;160517.24;;;PJ;42.276.907/0001-28;VLI MULTIMODAL S.A.;2035-05-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;7.016600;;S;N;
CLASSES - FIF;55.750.852/0001-98;CYCLONE FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA  RF CRED PRIV RESP LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;26.000000;27536.76;;;PJ;13.382.604/0001-91;PEQUENA CENTRAL HIDRELETRICA SL S/A;2029-01-17;S;DI1;DI de um dia;100.000000;1.400000;;S;N;
CLASSES - FIF;55.750.852/0001-98;CYCLONE FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA  RF CRED PRIV RESP LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;57.000000;57032.44;;;PJ;06.248.349/0001-23;TRANSPORTADORA ASSOCIADA DE GAS S.A;2030-05-20;S;DI1;DI de um dia;100.000000;0.670000;;S;N;
CLASSES - FIF;55.751.489/0001-25;BB TOP RENDA FIXA DEBÊNTURES INCENTIVADAS CDI I FIF EM INFRAESTRUTURA RESPONSABILIDADE LIMITADA;2025-05-31;Debêntures;Debênture simples;S;Para negociação;;;;;8315.000000;8366736.13;;;PJ;01.027.058/0001-91;CIELO SA;2029-05-08;S;DI1;DI de um dia;100.000000;0.540000;;S;N;
CLASSES - FIF;55.751.489/0001-25;BB TOP RENDA FIXA DEBÊNTURES INCENTIVADAS CDI I FIF EM INFRAESTRUTURA RESPONSABILIDADE LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;5000.000000;5035980.22;;;PJ;01.637.895/0001-32;VOTORANTIM CIMENTOS SA;2032-04-16;S;DI1;DI de um dia;100.000000;0.670000;;S;N;
CLASSES - FIF;55.751.815/0001-02;RALIA FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRÉD PRIV RESP LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;27.000000;27015.37;;;PJ;06.248.349/0001-23;TRANSPORTADORA ASSOCIADA DE GAS S.A;2030-05-20;S;DI1;DI de um dia;100.000000;0.670000;;S;N;
CLASSES - FIF;55.839.003/0001-05;BNP PARIBAS FIFE CRÉDITO PREVIDENCIÁRIO FIF RENDA FIXA CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;4752.000000;4754785.13;;;PJ;61.695.227/0001-93;ELETROPAULO METROPOLITANA;2028-05-15;S;DI1;DI de um dia;100.000000;1.100000;;S;N;
CLASSES - FIF;55.893.460/0001-88;CSHG FRG CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO  RESPONSABILIDADE LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;2227.000000;2346039.74;;;PJ;33.000.167/0001-01;PETROLEO BRASIL;2030-02-25;S;DI1;DI de um dia;100.000000;1.195455;;S;N;
CLASSES - FIF;55.894.379/0001-12;RT II CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;0.000000;0.00;0.000000;0.00;993.000000;883613.64;;;PJ;10.753.164/0001-43;ECOSECURITIZADO;2025-12-15;S;DI1;DI de um dia;100.000000;9.010050;;S;N;
CLASSES - FIF;55.896.144/0001-60;VERO FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RENDA FIXA CRED PRIV RESP LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;48.000000;50837.10;;;PJ;13.382.604/0001-91;PEQUENA CENTRAL HIDRELETRICA SL S/A;2029-01-17;S;DI1;DI de um dia;100.000000;1.400000;;S;N;
CLASSES - FIF;55.912.709/0001-55;FIF RENDA FIXA  INCENTIVADO DE INVESTIMENTO EM  INFRAESTRUTURA MATURI;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;950.000000;928303.78;;;PJ;02.016.440/0001-62;RGE SUL DISTRIB;2035-05-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;7.300421;;S;N;
CLASSES - FIF;55.912.709/0001-55;FIF RENDA FIXA  INCENTIVADO DE INVESTIMENTO EM  INFRAESTRUTURA MATURI;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;1498.000000;1456985.73;;;PJ;42.276.907/0001-28;VLI MULTIMODAL;2035-05-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;7.424639;;S;N;
CLASSES - FIF;55.912.709/0001-55;FIF RENDA FIXA  INCENTIVADO DE INVESTIMENTO EM  INFRAESTRUTURA MATURI;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;1610.000000;1556424.21;;;PJ;42.276.907/0001-28;VLI MULTIMODAL;2037-05-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;7.365861;;S;N;
CLASSES - FIF;55.912.709/0001-55;FIF RENDA FIXA  INCENTIVADO DE INVESTIMENTO EM  INFRAESTRUTURA MATURI;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;1054.000000;1045507.04;;;PJ;01.317.277/0001-05;ITAPOA TERMINAI;2040-05-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;7.531599;;S;N;
CLASSES - FIF;55.912.709/0001-55;FIF RENDA FIXA  INCENTIVADO DE INVESTIMENTO EM  INFRAESTRUTURA MATURI;2025-05-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;760.000000;777122.38;;;PJ;08.769.451/0001-08;VIRGO COMPANHIA;2029-11-21;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;9.110799;;S;N;
CLASSES - FIF;55.914.466/0001-94;CAMBUCA FUNDO DE  INVESTIMENTO FINANCEIRO RENDA FIXA INCENTIVADO DE INVESTIMENTO EM  INFRAESTRUTURA;2025-05-31;Títulos de Crédito Privado;CCB;N;Para negociação;;;;;500.000000;82911.55;;;PJ;07.857.168/0001-67;SIM DIST COMB L;2025-09-03;S;DI1;DI de um dia;100.000000;3.045511;;S;N;
CLASSES - FIF;55.914.466/0001-94;CAMBUCA FUNDO DE  INVESTIMENTO FINANCEIRO RENDA FIXA INCENTIVADO DE INVESTIMENTO EM  INFRAESTRUTURA;2025-05-31;Títulos de Crédito Privado;CCCB;N;Para negociação;;;;;1.000000;198180.62;;;PJ;15.114.366/0001-69;BANCO BOCOM BBM;2026-12-28;S;DI1;DI de um dia;100.000000;4.719751;;S;N;
CLASSES - FIF;55.914.466/0001-94;CAMBUCA FUNDO DE  INVESTIMENTO FINANCEIRO RENDA FIXA INCENTIVADO DE INVESTIMENTO EM  INFRAESTRUTURA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;300.000000;307702.24;;;PJ;27.317.702/0001-50;SPIC BRASIL ENE;2026-03-30;S;DI1;DI de um dia;100.000000;2.210965;;S;N;
CLASSES - FIF;55.983.101/0001-11;SANTA ANA FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;47.000000;49777.99;;;PJ;13.382.604/0001-91;PEQUENA CENTRAL HIDRELETRICA SL S/A;2029-01-17;S;DI1;DI de um dia;100.000000;1.400000;;S;N;
CLASSES - FIF;56.004.782/0001-91;TIMEZZ CDI FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRÉD PRIV RESP LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;141.000000;149333.97;;;PJ;13.382.604/0001-91;PEQUENA CENTRAL HIDRELETRICA SL S/A;2029-01-17;S;DI1;DI de um dia;100.000000;1.400000;;S;N;
CLASSES - FIF;56.004.782/0001-91;TIMEZZ CDI FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRÉD PRIV RESP LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;62.000000;62035.29;;;PJ;06.248.349/0001-23;TRANSPORTADORA ASSOCIADA DE GAS S.A;2030-05-20;S;DI1;DI de um dia;100.000000;0.670000;;S;N;
CLASSES - FIF;56.159.435/0001-38;UNIMAR FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;59.000000;82989.42;;;PJ;04.370.282/0001-70;COPEL GERACAO E TRANSMISSAO S.A.;2025-07-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;0.000000;;S;N;
CLASSES - FIF;56.159.435/0001-38;UNIMAR FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;264.000000;279115.02;;;PJ;07.047.251/0001-70;COELCE;2026-01-10;S;DI1;DI de um dia;100.000000;0.000000;;S;N;
CLASSES - FIF;56.159.435/0001-38;UNIMAR FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;1290.000000;1814521.86;;;PJ;33.000.167/0001-01;PETROBRAS;2026-01-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;0.000000;;S;N;
CLASSES - FIF;56.159.435/0001-38;UNIMAR FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;1231.000000;623131.31;;;PJ;06.981.180/0001-16;CEMIG DIST;2026-05-15;S;DI1;DI de um dia;100.000000;0.000000;;S;N;
CLASSES - FIF;56.159.435/0001-38;UNIMAR FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;500.000000;533671.39;;;PJ;04.368.898/0001-06;COPEL  DISTRIBUICAO S/A;2026-06-15;S;DI1;DI de um dia;100.000000;0.000000;;S;N;
CLASSES - FIF;56.159.435/0001-38;UNIMAR FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;913.000000;963965.94;;;PJ;63.554.067/0001-98;HAPVIDA;2026-07-10;S;DI1;DI de um dia;110.550000;0.000000;;S;N;
CLASSES - FIF;56.159.435/0001-38;UNIMAR FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;1074.000000;1152335.23;;;PJ;02.474.103/0001-19;ENGIE BRASIL;2026-07-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);99.999900;0.000000;;S;N;
CLASSES - FIF;56.159.435/0001-38;UNIMAR FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;375.000000;524071.25;;;PJ;02.474.103/0001-19;ENGIE BRASIL;2026-07-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;0.000000;;S;N;
CLASSES - FIF;56.159.435/0001-38;UNIMAR FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;968.000000;500605.44;1315.000000;682302.69;;;PJ;43.776.517/0001-80;SABESP;2027-03-15;S;DI1;DI de um dia;100.000000;0.000000;;S;N;
CLASSES - FIF;56.159.435/0001-38;UNIMAR FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;609.000000;652364.45;;;PJ;60.840.055/0001-31;FLEURY;2027-12-16;S;DI1;DI de um dia;100.000000;0.000000;;S;N;
CLASSES - FIF;56.159.435/0001-38;UNIMAR FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;595.000000;456199.54;;;PJ;04.739.720/0001-24;USINA TERMELETRICA PAMPA SUL S.A.;2028-04-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;0.000000;;S;N;
CLASSES - FIF;56.159.435/0001-38;UNIMAR FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;500.000000;600109.04;;;PJ;02.421.421/0001-11;TIM S.A.;2028-06-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;0.000000;;S;N;
CLASSES - FIF;56.159.435/0001-38;UNIMAR FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;1135.000000;896398.32;;;PJ;02.558.115/0001-21;TIM PART S/A;2028-07-25;S;DI1;DI de um dia;100.000000;0.000000;;S;N;
